2021758	26	Wilchq	10919.8	99.31314849853516	85692	26733578	956309	86102	113548329395	642742129509	1563	3876	255	PL	4
251683	27	Musty	10874.8	99.27592468261719	106040	20554612	1280394	163489	46256772311	266355030265	119	1757	1342	FR	2
84841	28	CXu	10869.7	98.9297103881836	110854	27352349	1406720	162752	50591209071	321426643216	866	3612	158	NO	1
2757689	29	Toy	10867.5	99.39431762695312	184872	37017967	1828745	194740	90232551659	499142660477	3283	3377	617	US	7
3110552	30	Sanze	10859.9	99.19327545166016	158283	26865186	2311520	215681	23196147592	223461851656	110	1378	1064	FI	1
4495871	31	Mizuru	10852.9	99.06857299804688	86022	17003193	1090072	108878	28032200251	172392697963	89	940	1047	PT	1
1787027	32	Recia	10778.6	99.01166534423828	100990	23606428	931897	90798	56291545051	353102112128	666	2740	190	JP	1
27055	33	Astar	10692.6	98.25444030761719	137652	23682220	2047142	194413	33272808632	217017470535	129	2078	1425	PL	5
5182050	34	Bubbleman	10690.6	98.615234375	74014	15956011	1096116	198900	33561010458	167373829567	77	806	1152	GB	2
4183454	35	-Zirba-	10654.8	98.82678985595703	78874	12022735	1313675	152007	14418077176	81507169892	40	829	809	JP	2
2291265	36	Arnold24x24	10626.9	98.83338928222656	98293	15944334	1360342	212535	23927554073	146881837953	266	1210	887	PE	1
2614511	37	Axarious	10611.8	97.2408218383789	63605	13215084	1074903	104834	21641277342	154122232614	35	854	477	US	8
4581715	38	Dunois	10605	99.01856994628906	100886	17382244	874656	89265	34914126778	196135972254	184	1472	1128	CA	2
6806754	39	Weabole	10545.1	98.24417877197266	78070	9390655	884571	97101	3799135164	65639168316	48	231	184	US	9
227717	40	rustbell	10507.9	97.62074279785156	68283	19085657	1329354	167100	47517021934	191697724157	140	2210	998	CN	1
39828	41	WubWoofWolf	10500.6	99.37220001220703	224055	44442305	2677103	470291	146472836113	634175215960	7986	9736	1859	PL	6
3126596	42	Mlaw22	10487.4	99.12065887451172	90823	27167689	1563772	154797	64566309180	437962838522	207	2905	1242	US	10
3641404	43	uyghti	10485.2	99.0967025756836	132741	24211443	1860518	288134	21823900781	199771962606	109	948	949	AU	1
4852013	44	Monko2k	10468.3	98.99137878417969	60116	14687572	1190940	109130	37671565278	146746412835	86	1537	1469	US	11
3179601	45	Tarulas	10466.4	98.83879852294922	81129	16554092	783047	50535	26266067235	216405622980	50	1072	521	KR	6
3099689	46	Xilver	10397.7	99.16454315185547	217265	42825414	2194132	268385	53249451086	516190273858	175	1604	733	US	12
2155578	47	Azer	10381.2	98.97831726074219	80359	17430195	773033	82061	36005568570	226447656255	210	1125	747	CA	3
4114438	48	Auji	10350.4	97.67754364013672	100055	17183417	2345795	357871	20226723620	125537018467	17	1007	1011	LT	2
4758982	49	Plz Enjoy Game	10342.2	98.04808044433594	90089	15612499	1727472	184656	40605763268	148081524554	317	2985	2271	SG	2
3533958	50	fieryrage	10341.5	98.07698822021484	62077	13734002	1065073	97087	35388536165	181653455352	79	1213	744	US	13
2051389	51	FunOrange	10341.2	99.29743194580078	74237	20721286	1514696	202399	33662931354	246965702870	153	1128	813	CA	4
3551255	52	Afrodafro	10336.6	98.80708312988281	99338	19274121	1360883	158379	20754104608	205531282333	67	684	803	NO	2
1558603	53	MouseEasy	10319.9	97.90037536621094	113938	20056844	1716797	219859	30998666939	165030933802	242	1450	1140	BR	1
2165650	54	mcy3	10311.3	96.96857452392578	127736	20331524	2509289	324719	12320858323	131271887861	15	559	605	HK	1
1208858	55	Vettel	10300.1	99.0000228881836	219580	34109450	1785339	152856	40058984709	390645787469	341	2106	1115	JP	3
1126229	56	zeluaR	10272.9	99.36055755615234	148220	22656878	947773	73373	40827544809	250685380578	480	2458	90	JP	4
1500305	57	Neliel	10255.8	98.76266479492188	122989	26499076	2205081	200000	39861424767	340937236617	33	1598	752	DE	2
6169483	58	-Hebel-	10252.2	98.97296905517578	95128	18361341	1417204	178968	22899459739	179020743515	121	1318	400	MX	1
3068044	59	Dumii	10251.9	98.35034942626953	112343	21909225	2093975	195584	28315186331	167533331552	78	1279	1674	AU	2
464203	60	Akcel	10237.8	98.94812774658203	93550	15200762	965474	99083	12144978001	127863041044	48	742	477	JO	1
1545031	61	NerO	10191.7	97.79290008544922	116748	22269689	1430453	144698	35782202594	264273502397	152	1649	794	FR	3
948713	62	Reimu-Desu	10178.7	99.36260986328125	109389	25876104	1382279	109945	33314974219	291343261027	288	1825	587	KR	7
718454	63	ThePooN	10173.8	98.71991729736328	71026	16194891	1304766	126721	28914231579	222062013179	56	866	579	FR	4
4196808	64	Karthy	10167.6	98.95982360839844	79315	24032977	1630049	187351	55144961020	285490391090	366	2159	1824	GB	3
1837989	65	MrBooM	10160.3	99.04689025878906	50785	11842460	1062680	96252	24847938506	146539853687	22	839	550	PL	7
3213239	66	Yaong Loli	10160.1	99.30575561523438	119728	19394254	945382	110766	35308021049	219719536606	140	1044	1030	FR	5
2148231	67	kuu01	10152.8	98.43017578125	112796	23748695	1489272	164966	26826564905	189258611289	49	1159	1582	JP	5
8482062	68	freedomdiver	10143.2	91.0256118774414	41427	4889349	760397	81914	5429707834	29967252581	246	891	341	US	14
2734971	69	bango	10127	97.65608978271484	82645	13279809	1451183	131915	8442965188	86595197065	6	283	520	SE	1
6295380	70	iamVill	10117.8	98.32281494140625	47976	12851634	1170192	120025	20352490009	156022380952	27	636	485	DK	1
3221564	71	Ceptin	10084.2	98.20903778076172	76669	13786232	1635071	195635	11262781820	78330638217	40	546	783	US	15
1855540	72	Smoothie World	10069.7	98.8409194946289	84275	16334026	1089952	139210	25742823421	145591186319	113	900	1537	US	16
2454767	73	Reyuza	10051	99.03597259521484	59455	14011899	1009522	109346	25145730066	137005190413	62	895	807	ID	1
3542416	74	- Nikliu -	10049.9	98.64168548583984	72649	12607845	878660	79359	17308471753	120011623242	46	961	709	DE	3
2866814	75	MiruHong	10035.4	99.39407348632812	127305	22674593	906394	87249	33573069255	314348960226	316	813	513	CA	5
959763	76	Flask	10028	98.7486343383789	57371	13566050	1255122	133474	35870221482	153500120333	130	1841	1030	TW	2
2438122	77	Beafowl	10019.3	99.37030029296875	103434	24170875	702321	61614	34221377962	382558474061	295	910	404	DE	4
1540807	78	jackylam5	10011.7	98.14684295654297	106681	17407887	2034288	249940	38149930459	204770690368	134	2236	818	NL	1
537084	79	DoKito	9968.1	99.37374877929688	69460	15786958	891461	101920	38756852838	170985360169	106	1780	1389	DE	5
4607565	80	Zavarka	9956.89	98.78419494628906	152840	23830348	2311044	286288	27409963657	175355795899	1322	1706	987	RU	3
4194445	81	Apraxia	9931.14	99.01744079589844	92675	17969339	946648	87764	32141641531	168520886579	106	957	1524	US	17
4007897	82	obtio	9915.11	98.77781677246094	103379	15000989	1147734	96321	11496178587	111167232064	51	866	819	HK	2
846038	83	Splinter572	9911.4	98.51332092285156	198384	29920055	2271408	261395	31352547970	263426393300	688	1855	783	DE	6
147515	84	Rucker	9909.58	99.43531799316406	174513	36614384	1890287	193374	82934660384	555265804513	3739	4360	748	TW	3
6127312	85	aleho8	9904.95	98.35372161865234	45643	10983160	1005691	83945	22549403157	121472277976	23	776	818	HU	1
557197	86	Totoki	9904.95	97.60057067871094	116755	26600240	1725550	182406	48710925221	306150099188	234	3356	801	CN	2
4407567	87	Wookiezi	9893.68	98.91901397705078	65708	9038050	769876	113558	10750895317	58580620692	85	497	658	GB	4
2121993	88	Mayoler	9878.15	98.75196838378906	111512	21683158	1322732	152640	30834474724	206524541051	167	2128	732	JP	6
2323131	89	Fedora Goose	9871.78	98.64774322509766	133094	26789524	2183055	243587	34657197392	337722670153	58	1297	667	AT	1
4260383	90	Komaa	9864.61	97.98983001708984	123051	21597780	1665441	155119	18500892790	148670458706	275	1115	401	JP	7
2565902	91	MoeYandere	9859.22	98.35045623779297	104149	18229604	2074999	235397	23450810070	158596821037	18	1383	776	GB	5
2735250	92	Moffo	9854.63	96.58816528320312	176740	21116856	2285133	205916	13524986428	124511863106	102	1385	716	JP	8
1650010	93	Aireu	9835.29	98.50070190429688	135991	17845968	1410702	168044	26462979571	185984615183	406	1729	510	US	18
1688846	94	Emperorpenguin83	9824.48	99.25143432617188	111077	22070552	1171933	76018	49301234542	309687784903	198	2411	1045	JP	9
3537949	95	smiljko	9820.5	99.21614837646484	65419	12576741	756237	54989	16766840365	122743317816	64	889	772	RS	1
3517706	96	[ Zane ]	9804	98.70748138427734	129010	24128614	1818902	153038	41886324567	251773089158	132	2064	1004	TW	4
903978	97	waaiiru	9790.89	98.19440460205078	155424	28429728	2330270	225890	45830304781	391362949508	111	1441	1232	ES	1
4133758	98	1E308	9768.24	99.36397552490234	13466	5816834	205058	16561	35365383538	114815954843	124	781	649	KR	8
4882979	99	Dereban	9751.71	98.28351593017578	89684	14366485	1681582	192525	16275183492	102062614623	76	761	897	AU	3
7892320	100	Zeisen-	9749.88	98.26386260986328	50007	8774295	758131	77869	16477162109	88345158098	14	598	824	KR	9
7260014	101	Korilak	9740.18	99.44841766357422	61978	14698667	666228	83425	14294665356	162782014116	39	420	474	AU	4
4170932	102	Red_Pixel	9710.58	98.8257064819336	88169	17559720	1494304	193487	26438801139	184460444238	40	740	793	RU	4
1807167	103	Loli_Silica	9707.57	98.57514190673828	100478	22767588	1684465	155129	75283884318	381095545684	297	3360	911	HK	3
2022445	104	imagaK	9704.32	98.8782730102539	107404	24671329	1697559	184620	45701012678	340060021977	255	2478	945	DE	7
3985234	105	Avenging_Goose	9693.91	99.26213836669922	56443	15494860	1076119	141295	34334992890	224665437145	148	919	819	US	19
1874761	106	hallowatcher	9665.33	99.55333709716797	99203	19864674	985678	117869	32198379606	257983935281	130	1113	869	DE	8
1986262	107	Castiel	9657.92	99.0848617553711	59134	15074456	931696	72992	57365088931	223722854835	191	2643	1150	GB	6
70863	108	La Valse	9655.85	98.73027038574219	53264	13149791	753666	75377	58378290279	211066932472	357	4552	522	KR	10
5302223	109	Myst1k	9648.91	98.21351623535156	105568	18225375	1228022	132868	26087639815	162608627422	96	1350	1093	AT	2
4099626	110	-NeBu-	9647.33	98.99081420898438	70959	14988099	1092048	120549	32673199288	211279211460	516	1690	330	PL	8
954557	111	EmertxE	9637.36	98.28273010253906	146642	33788681	4357322	446202	43284521511	340268176573	38	1668	1119	CN	3
3048222	112	[ Wakson ]	9634.09	99.44383239746094	84783	13827754	911844	144009	16844107408	126296899904	136	583	682	PL	9
2232928	113	Spook	9626.94	97.8758773803711	108402	15807827	1330781	126324	21364395218	121318821079	118	1091	1367	GB	7
1093361	114	Kynan	9613.26	98.880615234375	178952	28156995	2548482	229767	36786295740	236680200570	83	1885	1759	FR	6
2644700	115	Fenrir	9598.2	99.4704360961914	87124	21365317	935848	90612	55746029653	374132223785	235	2155	463	BR	2
2671317	116	[ ZhengS ]	9592.14	97.53467559814453	139971	26518738	2981199	313530	31143192373	250080285143	36	1173	774	AU	5
3382084	117	Kyoko	9580.81	98.64764404296875	86252	11958299	774233	92993	15037986055	107171316981	243	614	471	IL	1
1380419	118	Leaf	9578.91	99.09880065917969	68180	14676599	866585	80695	35980970627	169646216583	228	3124	576	KR	11
5155973	119	Rizer	9574.5	99.39035034179688	80050	17106779	518206	31565	69806967337	285638298451	1432	3615	518	TW	5
2556958	120	ReaL motion	9567.61	99.31616973876953	136643	35765273	1808245	133053	63406595895	466939296157	158	2406	1055	KR	12
1856829	121	Firstus	9566.54	99.0594482421875	70555	23668209	2187705	250960	58369829781	298214555794	184	2426	1289	DE	9
2319238	122	pyon	9565.83	98.85131072998047	100000	22505424	1447284	133347	48986938742	272868595915	255	1978	751	CL	3
106269	123	Elysion	9562.59	98.28304290771484	93219	18827381	2345924	369796	20192768454	109643397650	34	781	1349	FR	7
1770367	124	AtHeoN	9542.4	99.16726684570312	123573	29097696	2034840	185578	46607225444	361704228316	102	1755	683	SK	1
1644514	125	hshs	9539.72	98.99506378173828	145161	24571552	1490266	126601	42835955808	266940168920	241	2257	1048	JP	10
2522197	126	DuNai	9536.75	98.55131530761719	89227	21924552	1642795	161510	40662789074	233978948574	55	1764	1226	CN	4
903167	127	My Aim Trash	9507.34	99.4720458984375	154945	38549873	2788879	335443	42559555469	342482822173	202	1625	1621	KR	13
4916057	128	Stoof	9506.93	98.80158996582031	70220	17958106	1242682	139129	29269421185	181187475331	67	814	1146	CA	6
3441616	129	Clarity	9505.5	98.77804565429688	84496	11761811	769821	89376	19538684335	140576556640	255	1322	317	US	20
6506107	130	Rhythm blue	9500.27	98.9258041381836	60732	13086446	1256109	109279	22961917041	153951329824	4	828	669	KR	14
2644828	131	he rack	9499.57	97.66502380371094	101744	20273991	1595629	173608	26896804230	198923996024	68	1081	1007	US	21
946990	132	Meltina	9498.29	99.14990997314453	105536	28458651	1395075	126569	49515403274	374231292247	161	1902	777	KR	15
2282047	133	Risiing	9492.55	99.07518768310547	91745	17190622	1066221	124439	21362744775	174689644767	162	991	569	DE	10
3478883	134	Pring	9484.44	96.90153503417969	59310	15023910	1528272	205647	43362679629	216672990392	93	1581	386	KR	16
4151585	135	cmnk	9475.49	98.63580322265625	78667	11875712	1003979	107958	13655588037	85264056040	104	992	966	DE	11
3145033	136	Hundur	9467.73	98.78439331054688	121039	20889019	1638373	154967	27308313870	162179549096	64	1010	1559	NO	3
5201225	137	ItsKevZii	9466.12	98.52916717529297	101774	20225184	1918966	198743	31638452126	210154570773	44	1109	819	NO	4
6244066	138	HaruTachi-	9458.73	98.52432250976562	42480	8776931	1021661	128887	11505864826	55551345894	13	445	929	PH	1
3181676	139	Identical	9448.71	99.04161071777344	64751	14446956	582157	69361	21199536267	170876070314	130	918	628	CA	7
3506191	140	BlueFlame	9445.18	99.0697250366211	179011	25174710	1654036	152273	42476584720	299919698935	125	2027	1022	AT	3
832084	141	Neta	9437.26	99.02645111083984	95462	22779994	889015	57776	59015952787	396213956136	265	3339	184	KR	17
960620	142	bahamete	9428.8	98.66838836669922	98232	19958411	1764064	210600	21974504246	199332675758	163	1017	474	GB	8
5014197	143	My Angel DanyL	9425.63	97.82186126708984	110050	16092205	1816352	251964	11515008682	96471505430	16	431	859	RU	6
126144	144	DenierNezzar	9424.87	98.61902618408203	119511	28081029	2152288	179491	45699920311	326857769436	92	2017	1233	HK	4
713266	145	sayonara-bye	9376.8	98.71463012695312	116231	27110601	2438470	402378	40329070989	264220761207	192	2464	853	KR	18
4858573	146	Syph	9376.75	98.8332748413086	67588	15642293	1357466	126745	16237719297	102416376945	37	581	1131	NL	2
2933416	147	uvrv	9375.8	98.34805297851562	73808	13917832	1286971	133289	31192837365	153239731602	60	1396	694	KR	19
3123423	148	Hyppyri	9375.1	99.04023742675781	118416	18021053	1702495	245447	28093608042	131626219083	104	1236	1657	FI	2
4448118	149	Koba	9372.26	99.33191680908203	182021	27314172	1255801	130277	37120836074	293294286941	379	1476	999	IT	1
1549620	150	r0ck	9370.71	99.00594329833984	109540	18608514	1001662	112377	42718093498	215170848079	262	2761	1049	PL	10
4743869	151	Alien	9353.69	99.08966064453125	93073	14253076	813721	66601	22702989323	148824048909	40	797	787	PL	11
1887616	152	Lexalia	9352.11	98.92064666748047	73635	14425414	1278430	150912	30146176537	156441833055	118	1190	666	AR	1
3256299	153	Epiphany	9343.99	99.5842056274414	70766	17346712	711878	91412	33810974103	201684648704	282	1188	1148	DE	12
2932510	154	wuhua	9342.07	97.60997009277344	154235	19799080	1499117	133751	16472109436	148294990416	247	1151	863	MY	1
286740	155	Koalazy	9340.27	97.13728332519531	117499	24083496	2211357	246870	50406057590	286583980442	350	2744	666	TW	6
5295743	156	Arnbition	9336	99.53893280029297	67315	12439740	1074742	98899	23740773686	157095710713	43	921	338	BR	3
3574151	157	Orbi	9333.97	99.24695587158203	106785	19177170	1299876	135667	37534127907	270279241505	81	1372	490	CZ	1
2197482	158	Twintail	9328.95	99.21670532226562	99226	18515639	631641	67266	29807421783	206478219427	2192	1283	148	JP	11
2312106	159	GSBlank	9327.9	98.92504119873047	104353	25038840	2067294	182926	68971826253	330646476174	53	2917	1870	SG	3
1234432	160	[RanYakumo]	9318.12	98.78924560546875	100091	20788315	2095157	206040	45302070639	272485475905	164	2017	570	TW	7
843086	161	Resia	9295.72	96.48487854003906	72446	13825344	1868424	222061	21386490905	116934616790	44	1431	749	KR	20
1266166	162	Dsan	9287.29	99.23197937011719	133926	35226564	2102761	208158	56798046902	421039463441	670	3534	695	CN	5
844815	163	AmaiHachimitsu	9285.76	98.79412078857422	206749	40544808	3599457	393711	36186965045	440506628397	86	1692	570	PL	12
3990173	164	Sebu	9285.73	98.68260192871094	169703	33759280	2840332	319728	31602579640	324642272098	35	1157	936	NO	5
487985	165	gasanww	9282.41	99.58010864257812	206414	39175310	2417769	272805	51767431846	345115224109	1144	3919	78	JP	12
3117824	166	Kaanibaru	9278.84	98.5968017578125	91589	12932256	1288085	146683	11096927262	93231187375	28	532	473	FR	8
2841744	167	Warrock	9268.99	99.2695083618164	93788	19915941	1548312	219159	33465461476	177657710611	321	1593	1461	NO	6
1427407	168	- Phantasma -	9265.26	98.29467010498047	86398	19090491	1579174	189547	33838147816	193562563379	182	1476	1053	TH	1
5623417	169	Lolisim	9263.71	99.28606414794922	81789	13638921	736309	64048	16790082979	120457330048	246	1037	538	KR	21
2538125	170	Yazone	9252.78	99.03341674804688	91324	20500881	1159626	113724	30211855850	211214692978	151	1385	1011	JP	13
18983	171	Doomsday	9250.83	98.21056365966797	264765	44472002	2472472	206963	115212389627	664876177315	891	6737	1320	GB	9
1597068	172	MeiMei	9246.62	99.22386169433594	33372	7123553	872937	61882	15499397548	83855618637	16	432	289	CN	6
2678448	173	DenObscure	9240.71	98.53168487548828	110103	17673386	1087229	81400	25680684502	157338134518	137	1982	1060	BE	1
3077037	174	Yuza	9213.7	99.10933685302734	70993	17104746	1133995	115818	25375814339	215626942118	48	1039	541	US	22
2043401	175	Enon	9212.18	99.09606170654297	110178	22048844	1662701	192057	46214044185	276648932310	206	1874	1077	KR	22
4732944	176	ChitogeOP	9209.16	98.19330596923828	105949	12986227	1276822	161044	10954852055	79618770697	54	764	730	US	23
4663554	177	Zekker	9208.6	98.82933807373047	60134	14207327	789315	72360	29095156427	207658636409	420	563	340	BR	4
1019489	178	Worne	9207.94	99.47956085205078	143403	29220347	1202509	92267	46245551836	394568868816	1159	3108	154	FR	9
2601166	179	Toke	9199.81	98.5986557006836	316076	41101253	3362256	318572	29580415661	283746045192	79	1496	1767	CA	8
2217753	180	watun	9198.31	98.31610870361328	58602	9461320	812433	110854	10515210618	59572285635	176	656	836	US	24
7088526	181	ikaNyai	9197.26	96.99703216552734	33637	6274446	653786	58704	8353473011	44731732930	330	320	435	KR	23
1545019	182	-Archangel-	9195.74	98.0738754272461	110712	27837919	2275350	279419	49620029607	285848527812	181	2090	1247	US	25
1884516	183	-HERO-	9188.94	98.74563598632812	167927	26332208	1523707	139985	23261678380	239431119304	147	882	801	JP	14
2507306	184	Calcium	9186.29	97.92488098144531	135342	27747296	2697617	256426	19219238870	123197077949	35	1087	2570	JP	15
3876402	185	FlySlime	9179.39	97.25740051269531	71206	13677775	1438944	219408	24293389873	112188666522	101	1006	1114	SE	2
3722715	186	My Aim Zogs	9175.26	99.33426666259766	115824	18852333	1153797	135496	24895158811	202278418169	114	1022	989	DK	2
3233957	187	Psycopath-	9171.65	98.75300598144531	168567	25028727	2808562	351595	20310651366	176896712761	32	864	847	MX	2
4991464	188	Chronomarly	9170.35	99.220947265625	89275	16321425	806945	67765	26182800645	210284557416	230	743	316	SE	3
1713861	189	Saix	9164.87	99.26592254638672	60226	8915934	750019	87247	10706683143	67606873568	81	1079	67	JP	16
2205189	190	Reifos	9161.27	99.4928970336914	68495	14103427	1115966	199085	19855472090	159190103031	283	1210	190	ES	2
2114273	191	Mayoi Hachikuji	9153.82	98.6998062133789	143575	28426003	2359570	267468	24385793097	206272362327	101	1272	1269	DK	3
1622883	192	chugleader	9149.4	96.53268432617188	200290	25545095	2583506	303901	19467656246	171184198762	126	1249	1208	BG	1
1049999	193	Myko	9143.63	98.85912322998047	45702	10795567	811233	86114	11953715457	81737525484	15	460	622	FR	10
3638005	194	Riven	9138.53	99.1785888671875	150151	22049595	1223595	144836	27509404280	223771977786	124	1186	942	GR	1
5297955	195	TheLamaHD	9132.43	99.50711822509766	35512	9735464	770366	100751	19859416402	90570554364	113	669	984	CH	1
4100604	196	Area	9129.26	98.76412963867188	108388	17288434	1835018	184846	38863798270	173719487674	191	2192	886	US	26
5979619	197	Cheese Kai	9128.49	98.99701690673828	54911	12113913	646608	74422	19470142514	141070148694	30	568	810	KR	24
1770462	198	isokasapupuja	9114.95	99.04595947265625	125748	18685293	1553879	174245	23795440192	152721859754	147	1493	938	FI	3
1451035	199	SilveRain	9110.12	98.43344116210938	93862	12283227	1267117	135110	19176880866	96895660942	672	1753	638	KR	25
3446664	200	SpajdeR	9106.7	99.16255187988281	125923	22009518	1045471	100444	33354524272	286910190593	177	1498	498	PL	13
1334384	201	T A K A O	9106.52	99.28079223632812	83431	17534681	827629	91360	22914859372	145920421938	151	870	1306	KR	26
1860489	202	_Shield	9102.82	99.0129623413086	25221	5801399	249486	17494	25117701880	89766732470	164	737	694	TW	8
4142446	203	legekka	9096.53	99.08402252197266	63659	12968838	918147	113975	24516615874	135979774861	148	967	850	HU	2
4152967	204	Rekaru	9094.28	99.29927825927734	78882	16625506	807911	114185	25722802744	177429602312	229	1200	772	UY	1
4982095	205	Sakke	9093.77	98.27291107177734	67188	8536641	1197616	174527	6357903201	53644733131	14	307	208	FI	4
2243452	206	Satoruu	9091.96	99.44264221191406	50128	13147349	673941	88160	21394409129	157184076432	300	1205	635	VE	1
1587999	207	Mira-san	9088.83	98.7403564453125	69453	12199069	796709	73150	18299029894	129145619979	171	1004	213	PH	2
3146018	208	karalis	9078.99	98.49321746826172	87953	14009796	1213886	133120	19828108260	112499409594	53	1098	898	CA	9
4535785	209	Saimonea	9073.37	98.80095672607422	70085	10046307	722901	64797	10813075597	79226260020	214	661	207	JP	17
2316667	210	Zain Sugieres	9070.43	98.5333251953125	58992	9868543	841972	107406	12422501924	81484564139	25	491	715	PL	14
2766034	211	Umbre	9069.91	99.1589126586914	127133	19471725	1100290	160405	19760349870	161094560617	165	794	1203	DE	13
1028387	212	Ritzeh	9065.86	99.0018310546875	82278	20384208	1515682	188536	36147444541	223549721413	100	1658	733	US	27
1629553	213	smh	9065.3	98.62689208984375	22935	3731546	189340	16665	11452670829	44635667344	47	351	350	ID	2
4600341	214	Happy New Year	9062.82	99.00988006591797	79297	15608970	648501	48052	39433299420	214634607029	727	2039	134	KR	27
887924	215	[ DANIEZ ]	9061.95	98.38502502441406	131116	27297008	1988886	212216	41895580511	292025539149	220	2685	546	TW	9
559998	216	oxycodone	9058.31	97.64956665039062	191613	23283697	2474312	233940	15469224724	138194199372	62	1185	1084	JP	18
4692344	217	Haganenno	9056.7	99.14205932617188	84345	18617773	970857	119917	30797652607	227016706094	163	899	705	LT	3
2167433	218	Pittigbaasje	9053.74	99.11982727050781	64138	17111800	1070240	116253	32640147799	241669599819	88	1209	530	NL	3
3820683	219	Snorlaax	9049.07	97.97492980957031	64472	10367826	1169165	159750	13064525167	75572526198	20	457	631	FR	11
4643294	220	Runa	9046.28	99.03743743896484	44867	10303849	472198	51661	21137403651	126861012873	238	842	641	KR	28
4170037	221	Astana	9040.33	98.57854461669922	75952	15908366	1377126	114912	21540373529	171661393820	16	652	598	US	28
4230827	222	theez35	9032.07	99.34491729736328	41928	9028921	406308	30444	8709480172	110059343348	18	292	268	US	29
4734244	223	Informous	9025.74	98.44742584228516	54378	12023678	1389774	169781	23351708124	108256193842	50	706	1046	US	30
3328676	224	Seouless	9015.35	98.74739074707031	158907	27163076	1710744	180582	36822716032	295856420367	59	1547	880	US	31
5870453	225	waywern2012	9013.83	98.39105224609375	64611	17014290	1625774	215391	36139592278	179562711460	136	999	1297	LV	1
3687489	226	ChronoTrig	9009.01	98.82772827148438	130146	23388295	1897873	196581	23288360955	195267660288	114	1370	819	CA	10
707242	227	yuilemo	9008.58	98.86784362792969	41967	11455357	573577	55552	24662387608	163928914483	65	990	589	JP	19
2060046	228	saikurondark	9008.15	98.93303680419922	78378	9027181	788777	86267	8941112294	69862723918	12	442	355	JP	20
343865	229	Gokuri	9000.44	99.06259155273438	101568	25718617	1287568	139261	32773507116	279832302140	193	1520	1036	JP	21
4497691	230	Fangzy	9000.05	99.01121520996094	86703	15029092	899539	76387	24508614965	123121282859	348	2350	974	US	32
2064445	231	Tiger Claw	8998.76	98.29649353027344	114807	22801739	2385799	282427	31543052853	193402539458	42	1046	1255	EE	1
5240155	232	- Dark -	8991.95	98.4798583984375	60732	9910027	921738	118331	6407560719	52547132232	40	538	731	BR	5
